wrestler 1,wrestler 1 id,wrestler 1 nationality,wrestler 2,wrestler 2 id,wrestler 2 nationality,current champion,winner,match ending,card order,title,match type,date,show name,location,W1 Age,W1 PPV Matches,W1 PPV Wins,W1 PPV DQ Wins,W1 PPV Pin Wins,W1 PPV Sub Wins,W1 PPV Losses,W1 PPV DQ Losses,W1 PPV Pin Losses,W1 PPV Sub Losses,W1 PPV Draws,W1 PPV Streak,W1 PPV Championship Wins,W1 PPV Championship Losses,W1 PPV Championship Defense Wins,W1 PPV Championship Defense Losses,W1 PPV Championship Challenge Wins,W1 PPV Championship Challenge Losses,W1 Last PPV Match,W1 H2H PPV Matches,W1 H2H PPV Wins,W1 H2H PPV DQ Wins,W1 H2H PPV Pin Wins,W1 H2H PPV Sub Wins,W1 H2H PPV Losses,W1 H2H PPV DQ Losses,W1 H2H PPV Pin Losses,W1 H2H PPV Sub Losses,W1 H2H PPV Draws,W1 H2H PPV Streak,W1 H2H PPV Championship Wins,W1 H2H PPV Championship Losses,W1 H2H PPV Championship Defense Wins,W1 H2H PPV Championship Defense Losses,W1 H2H PPV Championship Challenge Wins,W1 H2H PPV Championship Challenge Losses,W1 H2H Last PPV Match,W1 PWI Ranking,W1 PWI Change,W2 Age,W2 PPV Matches,W2 PPV Wins,W2 PPV DQ Wins,W2 PPV Pin Wins,W2 PPV Sub Wins,W2 PPV Losses,W2 PPV DQ Losses,W2 PPV Pin Losses,W2 PPV Sub Losses,W2 PPV Draws,W2 PPV Streak,W2 PPV Championship Wins,W2 PPV Championship Losses,W2 PPV Championship Defense Wins,W2 PPV Championship Defense Losses,W2 PPV Championship Challenge Wins,W2 PPV Championship Challenge Losses,W2 Last PPV Match,W2 PPV Matches,W2 H2H PPV Wins,W2 H2H PPV DQ Wins,W2 H2H PPV Pin Wins,W2 H2H PPV Sub Wins,W2 H2H PPV Losses,W2 H2H PPV DQ Losses,W2 H2H PPV Pin Losses,W2 H2H PPV Sub Losses,W2 H2H PPV Draws,W2 H2H PPV Streak,W2 H2H PPV Championship Wins,W2 H2H PPV Championship Losses,W2 H2H PPV Championship Defense Wins,W2 H2H PPV Championship Defense Losses,W2 H2H PPV Championship Challenge Wins,W2 H2H PPV Championship Challenge Losses,W2 H2H Last PPV Match,W2 PWI Ranking,W2 PWI Change
Sable,263,USA,Torrie Wilson,339,USA,None,true,pin,5,"","",2004-06-27,The Great American Bash '04,Norfolk,36.915068493150685,8,4,0,3,0,4,1,1,0,0,1,3,0,2,0,1,0,2003-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,28.947945205479453,5,5,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,2004-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Mordecai,397,USA,Hardcore Holly,171,USA,None,true,pin,6,"","",2004-06-27,The Great American Bash '04,Norfolk,27.46027397260274,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,94,41.43835616438356,11,3,0,2,0,8,2,6,0,0,1,1,5,0,1,1,4,2004-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
John Bradshaw Layfield,207,USA,Eddie Guerrero,309,USA,Wrestler 2,true,,7,WWE Championship,"""Texas Bullrope""",2004-06-27,The Great American Bash '04,Norfolk,37.602739726027394,9,4,2,2,0,5,0,4,0,0,1,2,0,0,0,2,0,2004-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,36.74246575342466,20,12,1,11,0,8,2,5,1,0,-1,9,4,5,4,4,0,2004-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-4
Batista,357,USA,Chris Jericho,296,CAN,None,true,pin,2,"","",2004-07-11,Vengeance '04,Hartford,35.5013698630137,2,1,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,0,2003-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,33.69315068493151,39,18,0,9,6,20,2,16,2,1,1,10,7,5,2,5,5,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1
Matt Hardy,288,USA,Kane,197,USA,None,true,pin,4,"",no disqualification,2004-07-11,Vengeance '04,Hartford,29.81917808219178,5,2,0,2,0,3,0,3,0,0,-1,2,0,1,0,1,0,2003-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,37.23561643835617,34,17,3,11,0,15,1,12,0,2,-3,2,2,0,1,2,1,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32
Edge,273,CAN,Randy Orton,384,USA,Wrestler 2,true,pin,5,WWE Intercontinental Championship,"",2004-07-11,Vengeance '04,Hartford,30.71780821917808,20,12,1,9,0,8,0,8,0,0,2,6,4,2,3,4,1,2004-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-27,24.293150684931508,4,4,0,4,0,0,0,0,0,0,4,3,0,2,0,1,0,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,-30
Victoria,355,USA,Molly Holly,318,USA,None,true,pin,6,"","",2004-07-11,Vengeance '04,Hartford,33.441095890410956,4,3,0,3,0,1,0,1,0,0,3,3,1,2,0,1,1,2004-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,26.86027397260274,7,4,0,4,0,3,0,3,0,0,-1,4,3,2,2,2,1,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Chris Benoit,305,CAN,Triple H,193,USA,Wrestler 1,true,pin,7,World Heavyweight Championship (WWE),"",2004-07-11,Vengeance '04,Hartford,37.16712328767123,21,10,1,4,5,11,1,8,0,0,2,4,5,3,3,1,2,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,488,34.98082191780822,64,38,1,32,0,21,5,14,0,5,1,18,11,12,7,6,4,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
Kane,197,USA,Matt Hardy,288,USA,None,true,pin,2,"","""Till Death Do Us Part""",2004-08-15,SummerSlam '04,Toronto,37.33150684931507,35,17,3,11,0,16,1,13,0,2,-4,2,2,0,1,2,1,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,29.915068493150685,6,3,0,3,0,3,0,3,0,0,1,2,0,1,0,1,0,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
John Cena,350,USA,Booker T.,341,USA,None,true,pin,3,WWE United States Championship,"""Best of 5"" series",2004-08-15,SummerSlam '04,Toronto,27.33150684931507,6,3,0,3,0,3,0,2,1,0,2,2,1,1,0,1,1,2004-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,39.484931506849314,14,6,1,5,0,8,0,8,0,0,-1,3,5,0,3,3,2,2004-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Kurt Angle,299,USA,Eddie Guerrero,309,USA,None,true,sub,5,"","",2004-08-15,SummerSlam '04,Toronto,35.706849315068496,39,25,1,18,5,14,0,12,2,0,-1,10,6,4,3,6,3,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36.87671232876713,21,12,1,11,0,9,2,5,1,0,-2,9,5,5,5,4,0,2004-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-4
Triple H,193,USA,Eugene,321,USA,None,true,pin,6,"","",2004-08-15,SummerSlam '04,Toronto,35.07671232876712,65,38,1,32,0,22,5,15,0,5,-1,18,12,12,7,6,5,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,28.682191780821917,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,32
John Bradshaw Layfield,207,USA,The Undertaker,124,USA,Wrestler 1,true,DQ,8,WWE Championship,"",2004-08-15,SummerSlam '04,Toronto,37.73698630136986,10,5,2,2,0,5,0,4,0,0,2,3,0,0,0,3,0,2004-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,39.42191780821918,77,49,4,36,1,24,3,14,0,4,2,12,13,6,2,6,11,2004-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-16
Randy Orton,384,USA,Chris Benoit,305,CAN,Wrestler 2,true,pin,9,World Heavyweight Championship (WWE),"",2004-08-15,SummerSlam '04,Toronto,24.389041095890413,5,4,0,4,0,1,0,1,0,0,-1,3,1,2,1,1,0,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,-30,37.26301369863014,22,11,1,5,5,11,1,8,0,0,3,5,5,4,3,1,2,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,488
Trish Stratus,313,CAN,Victoria,355,USA,Wrestler 1,true,pin,2,WWE Women's Championship (original),"",2004-09-12,Unforgiven '04,Portland,28.756164383561643,11,5,0,5,0,6,0,5,1,0,-3,5,5,4,3,1,2,2003-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,33.61369863013699,5,4,0,4,0,1,0,1,0,0,4,3,1,2,0,1,1,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Tyson Tomko,398,USA,Steven Richards,314,USA,None,true,pin,3,"","",2004-09-12,Unforgiven '04,Portland,28.493150684931507,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,119,32.95068493150685,3,2,0,2,0,1,0,1,0,0,1,1,1,0,1,1,0,2002-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
Chris Jericho,296,CAN,Christian,277,CAN,None,true,,4,WWE Intercontinental Championship,ladder,2004-09-12,Unforgiven '04,Portland,33.865753424657534,40,18,0,9,6,21,2,17,2,1,-1,10,7,5,2,5,5,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-5,30.805479452054794,13,7,0,7,0,6,1,3,0,0,1,5,5,2,3,3,2,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-3
Shawn Michaels,96,USA,Kane,197,USA,None,true,pin,5,"",no disqualification,2004-09-12,Unforgiven '04,Portland,39.16986301369863,40,22,1,15,1,12,1,6,1,6,-1,15,9,10,6,5,3,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,37.40821917808219,36,18,3,12,0,16,1,13,0,2,1,2,2,0,1,2,1,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10
Triple H,193,USA,Randy Orton,384,USA,Wrestler 2,true,pin,7,World Heavyweight Championship (WWE),"",2004-09-12,Unforgiven '04,Portland,35.153424657534245,66,39,1,33,0,22,5,15,0,5,1,18,12,12,7,6,5,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,24.465753424657535,6,5,0,5,0,1,0,1,0,0,1,4,1,2,1,2,0,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58
Eddie Guerrero,309,USA,Luther Reigns,399,USA,None,true,pin,1,"","",2004-10-03,No Mercy '04,East Rutherford,37.010958904109586,22,12,1,11,0,10,2,5,2,0,-3,9,5,5,5,4,0,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,33.054794520547944,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,176
Spike Dudley,325,USA,Nunzio,373,USA,Wrestler 1,true,pin,2,WWE Cruiserweight Title,"",2004-10-03,No Mercy '04,East Rutherford,34.16712328767123,3,2,0,2,0,1,0,1,0,0,1,2,1,1,1,1,0,2002-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,25,32.583561643835615,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-32
Billy Kidman,333,USA,Paul London,401,USA,None,true,pin,3,"","",2004-10-03,No Mercy '04,East Rutherford,30.41917808219178,7,3,0,3,0,4,0,4,0,0,-1,1,3,0,2,1,1,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,-14,24.482191780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-37
The Big Show,283,USA,Kurt Angle,299,USA,None,true,pin,5,"","",2004-10-03,No Mercy '04,East Rutherford,32.673972602739724,23,9,0,9,0,14,1,10,1,0,-1,4,3,1,2,3,1,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-35,35.84109589041096,40,26,1,18,6,14,0,12,2,0,1,10,6,4,3,6,3,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-33
John Cena,350,USA,Booker T.,341,USA,Wrestler 2,true,pin,6,WWE United States Championship,"",2004-10-03,No Mercy '04,East Rutherford,27.465753424657535,7,4,0,4,0,3,0,2,1,0,3,3,1,1,0,2,1,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,39.61917808219178,15,6,1,5,0,9,0,9,0,0,-2,3,6,0,4,3,2,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-17
John Bradshaw Layfield,207,USA,The Undertaker,124,USA,Wrestler 1,true,,8,WWE Championship,"""Last Ride""",2004-10-03,No Mercy '04,East Rutherford,37.87123287671233,11,6,3,2,0,5,0,4,0,0,3,4,0,1,0,3,0,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,486,39.556164383561644,78,49,4,36,1,25,4,14,0,4,-1,12,14,6,2,6,12,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-5
Shelton Benjamin,361,USA,Chris Jericho,296,CAN,Wrestler 2,true,pin,1,WWE Intercontinental Championship,"",2004-10-19,Taboo Tuesday '04,Milwaukee,29.301369863013697,2,1,0,1,0,1,0,1,0,0,-1,0,1,0,0,0,1,2004-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,33.967123287671235,41,19,0,9,6,21,2,17,2,1,1,11,7,5,2,6,5,2004-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-5
Gene Snitsky,408,USA,Kane,197,USA,None,true,pin,3,"","""Weapon of Choice""",2004-10-19,Taboo Tuesday '04,Milwaukee,34.78904109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,200,37.50958904109589,37,18,3,12,0,17,1,14,0,2,-1,2,2,0,1,2,1,2004-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10
Eugene,321,USA,Eric Bischoff,362,USA,None,true,pin,4,"","""Choose The Loser's Fate""",2004-10-19,Taboo Tuesday '04,Milwaukee,28.86027397260274,2,1,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,0,2004-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,49.43287671232877,3,0,0,0,0,3,0,2,0,0,-3,0,0,0,0,0,0,2003-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Christy Hemme,406,own,Carmella DeCesare,409,USA,None,true,pin,6,"",lingerie pillow fight,2004-10-19,Taboo Tuesday '04,Milwaukee,23.991780821917807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,22.317808219178083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Triple H,193,USA,Shawn Michaels,96,USA,Wrestler 1,true,pin,7,World Heavyweight Championship (WWE),"",2004-10-19,Taboo Tuesday '04,Milwaukee,35.25479452054795,67,40,1,34,0,22,5,15,0,5,2,19,12,12,7,7,5,2004-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,39.271232876712325,41,23,1,16,1,12,1,6,1,6,1,15,9,10,6,5,3,2004-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
Randy Orton,384,USA,Ric Flair,138,USA,None,true,pin,8,"",steel cage,2004-10-19,Taboo Tuesday '04,Milwaukee,24.567123287671233,7,5,0,5,0,2,0,2,0,0,-1,4,2,2,2,2,0,2004-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,55.68493150684932,10,5,0,4,1,5,0,4,1,0,-1,0,2,0,1,0,1,2004-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23
Shelton Benjamin,361,USA,Christian,277,CAN,Wrestler 1,true,pin,3,WWE Intercontinental Championship,"",2004-11-14,Survivor Series '04,Cleveland,29.372602739726027,3,2,0,2,0,1,0,1,0,0,1,1,1,0,0,1,1,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30.97808219178082,14,7,0,7,0,7,1,3,0,0,-1,5,6,2,4,3,2,2004-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-3
The Undertaker,124,USA,Heidenreich,415,USA,None,true,pin,5,"","",2004-11-14,Survivor Series '04,Cleveland,39.67123287671233,79,49,4,36,1,26,4,14,0,4,-2,12,15,6,2,6,13,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-5,32.4027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,351
Trish Stratus,313,CAN,Lita,312,USA,Wrestler 1,true,DQ,6,WWE Women's Championship (original),"",2004-11-14,Survivor Series '04,Cleveland,28.92876712328767,12,6,0,6,0,6,0,5,1,0,1,6,5,5,3,1,2,2004-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,29.60821917808219,5,0,0,0,0,5,0,5,0,0,-5,0,5,0,0,0,5,2004-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
John Bradshaw Layfield,207,USA,Booker T.,341,USA,Wrestler 1,true,pin,7,WWE Championship,"",2004-11-14,Survivor Series '04,Cleveland,37.986301369863014,12,7,3,2,0,5,0,4,0,0,4,5,0,2,0,3,0,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,486,39.73424657534247,16,6,1,5,0,10,0,10,0,0,-3,3,7,0,5,3,2,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-17
Kurt Angle,299,USA,Santa Claus,410,USA,None,true,sub,2,"","",2004-12-12,Armageddon '04,Atlanta,36.032876712328765,41,26,1,18,6,15,0,13,2,0,-1,10,6,4,3,6,3,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-33,35.50958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Daniel Puder,411,USA,Mike Mizanin,412,USA,None,true,,3,"","""Dixie Dog Fight""",2004-12-12,Armageddon '04,Atlanta,23.19178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,24.194520547945206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,70
John Cena,350,USA,Jesus,413,USA,Wrestler 1,true,pin,5,WWE United States Championship,street fight,2004-12-12,Armageddon '04,Atlanta,27.65753424657534,8,5,0,5,0,3,0,2,1,0,4,4,1,1,0,3,1,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,27.805479452054794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,214
Dawn Marie,354,USA,Miss Jackie,394,USA,None,true,pin,6,"",referee: Charlie Haas ,2004-12-12,Armageddon '04,Atlanta,34.131506849315066,3,0,0,0,0,3,0,3,0,0,-3,0,0,0,0,0,0,2004-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,24.123287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Funaki,267,JPN,Spike Dudley,325,USA,Wrestler 2,true,pin,8,WWE Cruiserweight Title,"",2004-12-12,Armageddon '04,Atlanta,36.32876712328767,2,1,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,0,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,-22,34.35890410958904,4,3,0,3,0,1,0,1,0,0,2,3,1,2,1,1,0,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,25
Trish Stratus,313,CAN,Lita,312,USA,None,true,pin,2,WWE Women's Championship (original),"",2005-01-09,New Year's Revolution '05,San Jose,29.08219178082192,13,7,1,6,0,6,0,5,1,0,2,7,5,6,3,1,2,2004-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,29.76164383561644,6,0,0,0,0,6,1,5,0,0,-6,0,6,0,0,0,6,2004-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Shelton Benjamin,361,USA,Maven,345,USA,None,true,pin,3,WWE Intercontinental Championship,"",2005-01-09,New Year's Revolution '05,San Jose,29.526027397260275,4,3,0,3,0,1,0,1,0,0,2,2,1,1,0,1,1,2004-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,28.13972602739726,3,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,2002-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,-54
Shelton Benjamin,361,USA,Maven,345,USA,None,true,pin,4,WWE Intercontinental Championship,"",2005-01-09,New Year's Revolution '05,San Jose,29.526027397260275,5,4,0,4,0,1,0,1,0,0,3,3,1,1,0,2,1,2005-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,28.13972602739726,4,1,0,1,0,2,0,2,0,1,-1,1,2,0,2,1,0,2005-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,-54
Muhammad Hassan,414,USA,Jerry Lawler,150,USA,None,true,pin,5,"","",2005-01-09,New Year's Revolution '05,San Jose,24.75068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,78,55.15068493150685,12,4,1,3,0,8,0,3,4,0,-2,0,0,0,0,0,0,2001-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Kane,197,USA,Snitsky,408,USA,None,true,pin,6,"","",2005-01-09,New Year's Revolution '05,San Jose,37.73424657534247,38,18,3,12,0,18,1,15,0,2,-2,2,2,0,1,2,1,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,35.013698630136986,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,200
Edge,273,CAN,Shawn Michaels,96,USA,None,true,pin,1,"","",2005-01-30,Royal Rumble '05,Fresno,31.273972602739725,21,13,1,10,0,8,0,8,0,0,3,7,4,2,3,5,1,2004-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-25,39.553424657534244,42,23,1,16,1,13,1,7,1,6,-1,15,10,10,6,5,4,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
The Undertaker,124,USA,Heidenreich,415,USA,None,true,,2,"",casket,2005-01-30,Royal Rumble '05,Fresno,39.88219178082192,80,50,4,37,1,26,4,14,0,4,1,12,15,6,2,6,13,2004-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-5,32.61369863013699,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,2004-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,351
Triple H,193,USA,Randy Orton,384,USA,Wrestler 1,true,pin,4,World Heavyweight Championship (WWE),"",2005-01-30,Royal Rumble '05,Fresno,35.536986301369865,68,41,1,35,0,22,5,15,0,5,3,20,12,13,7,7,5,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,24.84931506849315,8,6,0,6,0,2,0,2,0,0,1,4,2,2,2,2,0,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58
Booker T.,341,USA,Heidenreich,415,USA,None,true,DQ,2,"","",2005-02-20,No Way Out '05,Pittsburgh,40.0027397260274,17,6,1,5,0,11,0,11,0,0,-4,3,8,0,5,3,3,2004-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-17,32.67123287671233,2,0,0,0,0,2,0,1,0,0,-2,0,0,0,0,0,0,2005-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,351
Paul London,401,USA,Funaki,267,JPN,Wrestler 2,true,pin,3,WWE Cruiserweight Title,"""Cruiserweight Open""",2005-02-20,No Way Out '05,Pittsburgh,24.865753424657534,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,2004-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-37,36.52054794520548,3,2,0,2,0,1,0,1,0,0,1,1,0,0,0,1,0,2004-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,-22
Paul London,401,USA,Spike Dudley,325,USA,None,true,pin,4,"","""Cruiserweight Open""",2005-02-20,No Way Out '05,Pittsburgh,24.865753424657534,2,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-37,34.55068493150685,5,3,0,3,0,2,0,2,0,0,-1,3,2,2,2,1,0,2004-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,25
Paul London,401,USA,Shannon Moore,372,USA,None,true,pin,5,"","""Cruiserweight Open""",2005-02-20,No Way Out '05,Pittsburgh,24.865753424657534,3,2,0,2,0,1,0,1,0,0,2,1,0,0,0,1,0,2005-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-37,25.589041095890412,2,0,0,0,0,2,0,2,0,0,-2,0,0,0,0,0,0,2004-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,-38
